id,type,caption,url,commentsCount,likesCount,timestamp,groundtruth
3906581851901196759,Sidecar,"Hoje foi dia de acompanhar investimentos que fortalecem a Amazônia com emprego, inovação e desenvolvimento sustentável. 

No Estaleiro Juruá, são R$ 1,2 bilhão investidos na construção naval, com a geração de mais de 2,6 mil empregos diretos e novas oportunidades para milhares de famílias da região.

Também lançamos o programa Desafios da Amazônia, com R$ 150 milhões destinados à ciência, à inovação e ao fortalecimento de cadeias produtivas estratégicas da floresta, como açaí, cacau, castanha, cupuaçu e pescado.

Desenvolver a Amazônia é cuidar das pessoas, valorizar a floresta e criar oportunidades para quem vive nela.

📸 @ricardostuckert",https://www.instagram.com/p/DY2938QjvnX/,1098,27858,2026-05-27 22:27:48+00:00,governo_instituicoes
3866612661203419929,Video,"Obrigado, Salvador. Obrigado, Bahia. Um abraço especial ao povo baiano, símbolo da alegria e da força desse Brasil que não para nunca!

🎥 @ricardostuckert",https://www.instagram.com/p/DWo97qrDsMZ/,5218,49735,2026-04-02 18:57:13+00:00,cultura_regionalidade
3820774337381553314,Video,"Já pensou um presidente da República sendo operador por um dia do Canal do Panamá? Foi o que aconteceu ontem 😄 Dei o clique para abrir as comportas e acompanhei o funcionamento dessa obra gigantesca da engenharia mundial.

Também vi os trabalhadores que fazem tudo acontecer em ação e soube que 100% da força de trabalho é formada por panamenhos. Agradeço ao presidente do Panamá pela recepção e reafirmo algo essencial: a soberania do Panamá sobre o Canal deve ser sempre respeitada.

🎥 @ricardostuckert",https://www.instagram.com/p/DUGHgQ6jlSi/,8790,70801,2026-01-29 13:04:02+00:00,governo_instituicoes
3812774127233577094,Sidecar,"Quando eu criei o Prouni, foi para garantir que o sonho de entrar na universidade não fosse privilégio de poucos.

O Prouni abriu as portas do ensino superior para milhões de brasileiras e brasileiros que antes não tinham essa oportunidade. Educação transforma vidas. E é assim que a gente constrói um Brasil mais justo: quando ninguém fica para trás.",https://www.instagram.com/p/DTpsd4mjrCG/,10350,262266,2026-01-18 12:08:36+00:00,politicas_sociais
3832617086737358868,Video,"Hoje eu vi de perto a grandiosidade do Galo da Madrugada, no coração do Recife. É emocionante encontrar milhões de pessoas nas ruas celebrando a nossa cultura, o frevo, o maracatu e a alegria que só o povo pernambucano sabe fazer.

O Carnaval é mais do que festa. É também identidade, geração de emprego e renda, cultura viva que movimenta o Brasil inteiro.

Viva o frevo, o Galo e o povo brasileiro que transforma alegria em força e cultura em potência. 🇧🇷🎭

🎥 @ricardostuckert",https://www.instagram.com/p/DUwMO8vEqAU/,7039,126820,2026-02-14 21:13:28+00:00,cultura_regionalidade
3832745656818000729,Sidecar,"O carnaval começou cheio de energia e alegria. E Salvador mostrou por que o carnaval da Bahia movimenta multidões e encanta todo o Brasil! Obrigado pelo carinho, Salvador!

📸 @ricardostuckert",https://www.instagram.com/p/DUwpd49DuNZ/,5883,136124,2026-02-15 01:28:28+00:00,cultura_regionalidade
3932170342860996252,Sidecar,"Uma alegria imensa voltar a Salvador para entregar o Novo Teatro Castro Alves! 

Foram mais de R$ 260 milhões investidos para recuperar esse patrimônio do povo baiano e da cultura do Nordeste. 

Em um processo que uniu modernização tecnológica e respeito ao patrimônio histórico, a estrutura teve intervenções na mecânica cênica, na acústica, na iluminação, na segurança e na inclusão, com cabines de Libras, audiodescrição e legendagem simultânea. 
 
Mais de 2 mil trabalhadores participaram da reconstrução ao longo de três anos. 

Ficou lindo e pronto para receber nossos artistas e o público com conforto e comodidade. 

Investir em cultura também é gerar emprego, renda e orgulho para o nosso país. 

A cultura é prioridade em nosso governo porque preserva, fortalece e constrói a nossa identidade.

📸 @ricardostuckert",https://www.instagram.com/p/DaR4Bfijj6c/,1671,26013,2026-07-02 05:47:34+00:00,cultura_regionalidade
3872468103984987604,Video,"Hoje é dia de documentário especial 🎬

Durante a visita às novas instalações da UFABC, conversei com estudantes da equipe Rocket Design, da universidade, que reúne cerca de 130 alunos de diferentes cursos. Eles conquistaram um feito inédito para o Brasil: foram campeões da International Rocket Engineering Competition (IREC) 2025, na categoria de foguetes com motor de combustível sólido 🚀🇧🇷

É a força da nossa juventude, da ciência e da inovação levando o nome do Brasil cada vez mais longe.

🎥 @ricardostuckert",https://www.instagram.com/p/DW9xTkuDj3U/,3719,61679,2026-04-10 20:53:46+00:00,politicas_sociais
3861717993219051565,Sidecar,"Nós fazemos questão de trabalhar junto com as prefeituras. Fazemos questão de trazer o Governo do Brasil para junto das prefeituras. E é isso que estamos garantindo com as Caravanas Federativas. Porque é nas cidades que o país acontece. E só trabalhando em conjunto a gente vai conseguir entregar o melhor para a nossa população.

📸 @ricardostuckert",https://www.instagram.com/p/DWXlA34jlAt/,1191,7628,2026-03-27 00:51:20+00:00,governo_instituicoes
3862756077209550157,Video,"Lugar de mulher é onde ela quiser. 

Essa semana, visitei o centro de manutenção da LATAM, conheci histórias incríveis de mulheres que estão na linha de frente, cuidando da segurança de aviões que cruzam o Brasil e o mundo todos os dias. 💪✈️

🎥 @ricardostuckert",https://www.instagram.com/p/DWbRC-8Dn1N/,2939,30955,2026-03-28 11:15:31+00:00,politicas_sociais
3906302245984761707,Video,"Acompanhei de perto as obras da BR-319, no Trecho Charlie, em Borba (AM). Cada avanço nessa estrada representa mais conexão, mobilidade e dignidade para o povo da Amazônia.

Estamos trabalhando para melhorar o acesso da população a alimentos, suprimentos, serviços e atendimento de saúde, e também fortalecendo a integração do Amazonas com o restante do Brasil.

E tudo isso com segurança, responsabilidade ambiental, proteção da fauna e respeito à floresta.

🎥  @ricardostuckert",https://www.instagram.com/p/DY1-TI9O3dr/,2622,35289,2026-05-27 13:15:19+00:00,economia_producao
3900042132581183465,Sidecar,"Anúncio de R$ 37 bilhões em investimentos da Petrobras para o estado de São Paulo. 

🔹 R$ 6 bilhões para ampliação da Refinaria de Paulínia, a Replan, a maior da Petrobras, responsável pelo abastecimento de mais de 30% do território brasileiro
🔹 Implantação de Unidade de Combustível Sustentável de Aviação (SAF) e Diesel Renovável na RPBC (Cubatão)
🔹 Ampliação de unidade de Hidrotratamento de Diesel da Revap (São José dos Campos)
🔹 Aumento da capacidade da Unidade de Craqueamento Catalítico Fluido de Resíduos na Recap (Mauá)
🔹 Implantação do oleoduto OBAPI (Barueri-Pilões)
🔹 Construção de novo píer no Terminal Aquaviário de Santos e instalação de tancagem para bunker B24
🔹 Investimentos na Bacia de Santos em poços complementares e exploratórios, além de manutenções operacionais

Já houve tentativas de privatizar a Petrobras. Hoje, trabalhamos para fortalecê-la. A Petrobras é um patrimônio do povo brasileiro.

📸 @ricardostuckert",https://www.instagram.com/p/DYfu6gBju_p/,1595,16797,2026-05-18 21:54:33+00:00,economia_producao
3879043417703901067,Sidecar,"É sempre uma honra voltar à Alemanha. A abertura da Feira Industrial de Hanôver foi momento de reafirmar a parceria estratégica entre Brasil e Alemanha, construída ao longo de muitos anos de cooperação, diálogo político e forte presença do setor privado dos dois países.

O Brasil é Parceiro Oficial da Feira, apresentando ao mundo sua capacidade em inovação, tecnologia e desenvolvimento sustentável. 🇧🇷🇩🇪

📸 @ricardostuckert",https://www.instagram.com/p/DXVIW-0jueL/,800,13480,2026-04-19 22:33:51+00:00,governo_instituicoes
3849375883660786716,Image,"🇧🇷🫰🇿🇦

📸 @ricardostuckert",https://www.instagram.com/p/DVruviojnwc/,4753,128112,2026-03-10 00:09:59+00:00,outros
3905657434298478756,Video,"Hoje, em Manaus, pude ver de perto mais uma família realizando o sonho da casa própria. Quando entrei na casa da Dona Aldenora, vi dignidade chegando onde antes faltava quase tudo.

Ela já tomou banho com água da chuva, enchendo vasilhas para conseguir seguir em frente. Hoje, abriu a porta da casa própria. Tem banheiro, geladeira cheia, máquina de lavar, cama grande, rede e um lugar seguro para viver e cuidar da família. 

Não existe felicidade maior do que ver o povo conquistando aquilo que durante tanto tempo parecia impossível. É isso que o Minha Casa, Minha Vida representa: transformar sonho em realidade, devolver esperança e garantir dignidade para quem mais precisa.

🎥 @ricardostuckert",https://www.instagram.com/p/DYzrr5RuXCk/,24478,285031,2026-05-26 15:54:00+00:00,politicas_sociais
3872569165949607634,Sidecar,"Estive em Santo André (SP) nesta sexta para inaugurar a Unidade Tamanduatehy da Universidade Federal do ABC. Investimento total de R$ 155 milhões, sendo mais de R$ 35 milhões pelo Novo PAC. 

Lá, autorizamos também o início das obras da passarela sobre o Rio Tamanduateí, que liga as duas unidades do Campus Santo André. Investimento de R$ 15,3 milhões. E destinamos mais R$ 8 milhões para a compra de equipamentos de laboratórios, também pelo Novo PAC.

Ao todo, estamos investindo mais de R$ 5 bilhões na expansão e consolidação das universidades federais, com benefício para mais de um milhão de estudantes de todo o país.

📸 @ricardostuckert",https://www.instagram.com/p/DW-ISOAjp7S/,1117,18296,2026-04-11 00:10:40+00:00,politicas_sociais
3885972158636000114,Sidecar,"Após mais de 25 anos de negociações, o acordo entre o Mercosul e a União Europeia foi promulgado pelo Brasil e entra em vigor a partir do dia 1º de maio.

Um marco que amplia oportunidades, estimula investimentos e impulsiona a economia, com mais acesso a mercados e melhores condições para exportar. Avanço que fortalece o Mercosul, reafirma a soberania e gera mais empregos e crescimento para o Brasil. 🇧🇷🌎",https://www.instagram.com/p/DXtvxbqjoNy/,8596,45759,2026-04-29 12:00:00+00:00,economia_producao
3926224992044242555,Sidecar,"Na última agenda desta tarde, fizemos uma entrega simultânea de novos equipamentos de radioterapia em São Paulo (SP), Sinop (MT) e Fortaleza (CE), uma iniciativa para tornar o tratamento do câncer mais rápido e acessível. Desde 2023, foram contratados 155 aceleradores lineares para essa finalidade. Quarenta e quatro já entregues. Tecnologia de ponta a serviço da população, pelo SUS.

Adicionalmente, autorizamos a compra de 20 novos aparelhos de ressonância magnética que vão atender 15 estados de todas as regiões e estabelecemos parceria com hospitais filantrópicos para ampliar o atendimento e reduzir filas.

Juntas, as iniciativas somam R$ 166,7 milhões em investimentos por meio do Agora Tem Especialistas e do Novo PAC Saúde.

📸 @ricardostuckert",https://www.instagram.com/p/DZ8wNQHDtZ7/,873,11993,2026-06-24 00:55:13+00:00,politicas_sociais
3842667759973306366,Video,"Estive em Ubá, cidade mineira duramente atingida pelas fortes chuvas, para ouvir as famílias e acompanhar de perto a situação.

O governo do Brasil está mobilizado para garantir apoio às famílias, assistência emergencial e os recursos necessários para a reconstrução da cidade.

Seguimos ao lado de Ubá, trabalhando para que ninguém fique desamparado.

🎥 @ricardostuckert",https://www.instagram.com/p/DVT5ffnDg_-/,31243,429671,2026-02-28 18:02:48+00:00,politicas_sociais
3815720097848099467,Image,"Cinema se faz com talento coletivo.

A indicação de O Agente Secreto a Melhor Elenco reconhece a força de quem constrói essa história junto. Minha admiração ao diretor de elenco, Gabriel Domingues, à dona Tânia Maria,  Wagner Moura, Alice Carvalho, Gabriel Leone, Maria Fernanda Cândido e a todo o elenco, que deu vida, emoção e verdade a esse filme.

Quando o trabalho é coletivo e o talento é valorizado, o Brasil brilha para o mundo. ✨",https://www.instagram.com/p/DT0KTZijgKL/,1600,97534,2026-01-22 13:41:43+00:00,cultura_regionalidade
3886757661027241273,Image,"Hoje, véspera do Dia do Trabalhador e da Trabalhadora, quero conversar diretamente com quem move este país todos os dias.

Com quem acorda cedo, enfrenta desafios e não desiste. Com quem trabalha com carteira assinada, é MEI, faz bico, empreende, cuida, ensina e constrói. É por você que a gente trabalha e é por você que o Brasil segue em frente.

Te espero hoje, às 20h30.

📸 @ricardostuckert",https://www.instagram.com/p/DXwiX_xjo05/,8445,106191,2026-04-30 14:00:00+00:00,outros
3931993686007483531,Sidecar,"Um antigo sonho do povo baiano começa a se concretizar.

A Ponte Salvador – Itaparica é um dos maiores projetos de infraestrutura em execução no Brasil. 

O complexo tem 12,4 quilômetros de extensão, um vão central estaiado de 682 metros de comprimento e 85 metros de altura, além de acessos viários, uma via expressa em Vera Cruz e a duplicação de trecho da BA-001. O investimento supera R$ 11,5 bilhões, com R$ 3 bilhões do Novo PAC. 

Quando pronta, a estrutura vai reduzir em cerca de duas horas o deslocamento entre Salvador e o Baixo Sul da Bahia, com benefício para milhões de pessoas e fortalecimento de toda uma cadeia ligada ao turismo. 

Nessa fase inicial já há mais de 300 profissionais em atuação e 27 empresas nacionais contratadas para fornecer equipamentos, materiais e serviços. 

Emprego, renda, mobilidade, turismo e parceria com o setor privado, com benefício direto para os baianos.

📸 @ricardostuckert",https://www.instagram.com/p/DaRP2zBjgyL/,7653,124574,2026-07-01 23:56:35+00:00,economia_producao
3892831412256955476,Sidecar,"Anunciamos hoje um investimento de quase R$ 130 bilhões para melhorar a distribuição de energia elétrica em 13 estados até 2030. Além do investimento, o Governo do Brasil definiu novas exigências nos contratos de renovação das concessões, para garantir um serviço cada vez melhor para famílias, empresas e indústria.

Também atualizamos o Luz Para Todos, uma das maiores iniciativas de inclusão energética do mundo. Após levar energia a 18 milhões de pessoas desde 2003 e alcançar quase 99,8% da população, o programa foi prorrogado até 2028/29, com foco em mulheres chefes de família e comunidades vulneráveis e isoladas. A expectativa é atender cerca de 230 mil famílias, com incentivo ao uso produtivo da energia para geração de renda e fortalecimento das cadeias locais.

📸 Audiovisual/PR",https://www.instagram.com/p/DYGHYtaDtxU/,1255,9437,2026-05-08 23:08:08+00:00,economia_producao
3812054495958837169,Sidecar,"O Acordo Mercosul-União Europeia representa a vitória do multilateralismo e trará benefícios para as populações dos países do Mercosul e da União Europeia. 

Um marco histórico de fortalecimento do diálogo e do entendimento entre os blocos, que vai criar oportunidades mútuas de emprego, geração de renda,  desenvolvimento sustentável e progresso econômico.",https://www.instagram.com/p/DTnI13wDqex/,3192,73491,2026-01-17 12:18:49+00:00,economia_producao
3905821276521286563,Video,"Karina, Karen e Kleiton, hoje eu tive um encontro que mexeu comigo. Conheci o pai de vocês, o Sr. Antônio, trabalhador da construção da BR-319, aqui no Amazonas. No meio da conversa, ele me contou que vocês deixaram de estudar. E eu não podia ir embora sem deixar um recado de coração pra vocês.

Por isso, gravei essa mensagem direto do Trecho Charlie da BR-319, com muito carinho e esperança no futuro de vocês. Ouçam com atenção o recado do presidente da República. ❤️

🎥 @ricardostuckert",https://www.instagram.com/p/DY0Q8HPNsuj/,35969,557210,2026-05-26 21:18:30+00:00,outros
3900536234647790680,Video,"Conheci de perto uma descoberta brasileira que pode ajudar a transformar o futuro da energia limpa no mundo. 🇧🇷

Pesquisadores do CNPEM desenvolveram uma enzima capaz de tornar mais eficiente a produção de biocombustíveis a partir de resíduos agrícolas, abrindo novos caminhos para uma economia mais sustentável.

É a ciência brasileira mostrando, mais uma vez, que o Brasil tem inteligência, tecnologia e inovação para liderar a transição energética.

🎥 @ricardostuckert",https://www.instagram.com/p/DYhfQobuKRY/,2856,44449,2026-05-19 14:19:02+00:00,politicas_sociais
3921619479948069756,Sidecar,"Me encontrei hoje em Évian, à margem da reunião do G7, a seu pedido, com o presidente Volodymir Zelensky. Por cerca de 40 minutos, ouvi suas avaliações sobre as situações atuais do conflito, das possibilidades de um cessar-fogo e a busca de uma solução diplomática. Expus minha expectativa de que o Conselho de Segurança da ONU possa atuar de forma mais efetiva para encerrar um conflito que já dura mais de quatro anos. Acordamos manter contato nas próximas semanas.

📸 @ricardostuckert",https://www.instagram.com/p/DZsZCOujot8/,3116,72119,2026-06-17 16:24:53+00:00,governo_instituicoes
3930477573350721012,Image,"Quando a foto combina com o placar. 2x1! Parabéns, Seleção! Vamos pra cima! 🇧🇷✌️

📸 @ricardostuckert",https://www.instagram.com/p/DaL3IdFNYX0/,16883,434621,2026-06-29 21:46:11+00:00,outros
3862049944681475602,Video,"Estamos fortalecendo a produção nacional de remédios, garantindo que o país deixe de depender de importações e avance na soberania da saúde. E isso tem tudo a ver com o Farmácia Popular.

Criamos o programa para garantir um direito básico: que todo brasileiro e que toda brasileira tenha acesso ao remédio que precisa para viver. Hoje, são 41 medicamentos de uso contínuo disponíveis para a população .

E quando a gente fortalece a indústria nacional, como a Brainfarma, a gente garante que esses medicamentos cheguem a quem mais precisa. Porque investir em saúde não é gasto, mas sim o investimento mais precioso que podemos fazer para salvar vidas. 

🎥 @ricardostuckert",https://www.instagram.com/p/DWYwfZxjm4S/,7083,126731,2026-03-27 11:58:17+00:00,politicas_sociais
3880423922802733130,Sidecar,"Depois de escalas importantes em Espanha e Alemanha, encerro essa passagem pela Europa com uma breve visita a Portugal. Me reuni com o primeiro-ministro @luismontenegro e com o presidente António José Seguro, empossado em 9 de março. 

São oportunidades para estreitar o relacionamento bilateral, às vésperas da entrada em vigor do Acordo Mercosul - União Europeia, em 1º de maio. 

Os vínculos com Portugal são únicos, diante da história, cultura e língua em comum. Cerca de meio milhão de brasileiros vivem regularmente lá, a segunda maior comunidade nacional fora do país, atrás apenas dos Estados Unidos. 

Em 2025, a corrente de comércio entre os dois lados foi de US$ 4,55 bilhões. As exportações brasileiras atingiram US$ 3,3 bilhões, e as importações totalizaram US$ 1,25 bilhão. Uma troca com cada vez mais produtos tecnológicos, sobretudo da indústria aeronáutica, como consequência de investimentos da Embraer em Portugal.

📸@ricardostuckert",https://www.instagram.com/p/DXaCP-YlbBK/,857,15855,2026-04-21 20:16:40+00:00,governo_instituicoes
3921024622020379496,Sidecar,"Participei hoje da Cúpula do G7 na França para reafirmar o compromisso do Brasil com o diálogo, a cooperação e a construção de soluções para os grandes desafios do nosso tempo.

Levei a mensagem de que não haverá desenvolvimento sustentável enquanto a desigualdade continuar separando países e pessoas. O combate à fome e à pobreza, a proteção do planeta, o enfrentamento do crime organizado e o acesso às novas tecnologias precisam estar no centro da agenda internacional.

O Brasil voltou a dialogar com o mundo de cabeça erguida, defendendo a paz, o multilateralismo e uma ordem internacional mais justa. Seguiremos trabalhando para que o crescimento econômico caminhe junto com inclusão social, geração de oportunidades e respeito à soberania dos povos.

📸 @ricardostuckert",https://www.instagram.com/p/DZqRx6HFcNo/,4395,79159,2026-06-16 20:43:01+00:00,governo_instituicoes
3923240063470297579,Video,"Eu acredito que investir em saúde é investir na vida das pessoas. Quem está em tratamento precisa de atendimento de qualidade, acolhimento e da certeza de que não está sozinho.

E para quem enfrenta essa batalha, eu deixo uma mensagem: não desanime nunca. Não perca a fé.

🎥 @ricardostuckert",https://www.instagram.com/p/DZyJg0vumHr/,6545,91060,2026-06-19 22:10:05+00:00,outros
3861318345287432696,Video,"Ontem, entre tantas agendas, eu ainda tive a oportunidade de ver o futuro decolar diante dos meus olhos. ✈️ 🇧🇷🚁

Acompanhei o voo demonstrativo do EVTOL, o “carro voador” desenvolvido pela Embraer, um marco da engenharia brasileira que mostra até onde a nossa capacidade de inovar pode chegar.

Ver esse projeto ganhar vida, com potencial de transportar pessoas e transformar cidades, é ter a certeza de que estamos construindo hoje o país do amanhã. 

🎥 @ricardostuckert",https://www.instagram.com/p/DWWKJOvjnn4/,6180,134836,2026-03-26 11:38:18+00:00,economia_producao
3818874447617514040,Video,"⚽️🏆🇧🇷

🎥 @ricardostuckert",https://www.instagram.com/p/DT_XhOsDto4/,18554,391212,2026-01-26 22:09:53+00:00,outros
3826766473797181605,Sidecar,"Hoje, estou em Salvador e anunciamos importantes ações para o fortalecimento do SUS. Lançamos ações do Novo PAC Saúde com um investimento de R$ 815 milhões para a compra inédita de 2,1 mil veículos que vão transportar pacientes do SUS para tratamentos especializados, inclusive com prioridade no cuidado ao câncer. É um compromisso com a dignidade e o acesso à saúde que todo brasileiro merece.

Estamos falando de 700 micro-ônibus, 700 vans e 700 ambulâncias, que estarão à disposição das redes municipais e estaduais em 2026. Além disso, assinamos contratos para 80 novos tomógrafos e entregamos mais de mil combos de equipamentos para ampliar cirurgias e a atenção básica em todo o país. Com isso, vamos levar mais atendimento, diagnóstico e cuidado próximo de quem precisa.

Essas ações fazem parte do programa Agora Tem Especialistas, que já vem ampliando consultas, exames e cirurgias no SUS. A saúde pública não pode parar de avançar, e, com investimentos, seguiremos reduzindo filas, fortalecendo serviços e garantindo que a população tenha acesso rápido e eficaz.

📸 @ricardostuckert",https://www.instagram.com/p/DUbZ9U1DiCl/,3889,117530,2026-02-06 19:28:54+00:00,politicas_sociais
3857435869653653304,Sidecar,"324 ônibus escolares do programa Caminho da Escola entregues hoje em Sete Lagoas (MG), Caxias do Sul (RS) e São Mateus (ES). Vão atender, principalmente, estudantes da educação básica que vivem em áreas rurais, ribeirinhas e de difícil acesso em todo o Brasil.

Com isso, começamos a entrega de mais 1 mil ônibus escolares nesta segunda etapa do Novo PAC Seleções, que vão atender 120 mil estudantes. Na primeira etapa, entregamos 1.500 ônibus, beneficiando mais de 180 mil estudantes 🚌

📸 @ricardostuckert",https://www.instagram.com/p/DWIXXxijlc4/,2603,51254,2026-03-21 03:03:31+00:00,politicas_sociais
