,id,type,caption,url,commentsCount,likesCount,timestamp,date,month,ai_guess
12,3931322218563140348,Sidecar,"Crédito recorde e ainda mais barato na mão de quem alimenta o povo brasileiro.

Anunciamos hoje o maior Plano Safra da Agricultura Familiar da história: são R$ 97,3 bilhões em programas de crédito, seguro agrícola, compras públicas, assistência técnica e extensão rural. 

A ideia é apoiar o pequeno produtor para que ele possa produzir mais verduras, legumes, frutas, grãos e laticínios com garantia de qualidade e preço justo.

A principal novidade é que cortamos ainda mais os juros para quem produz o que o povo consome. A taxa para alimentos básicos caiu para 2% ao ano, e para os orgânicos e agroecológicos foi para apenas 1%. 

Além disso, aumentamos os limites de crédito para dar dignidade aos assentados, indígenas e quilombolas. E no Ano Internacional da Agricultora, as nossas companheiras do campo ganham linhas exclusivas de até R$ 100 mil com juros reduzidos para investir e prosperar.

Dobramos o crédito para a juventude rural continuar no campo com tecnologia. Melhoramos as condições para a compra de máquinas. Criamos uma linha inédita para reforma de moradias. 

Um cardápio de sustentabilidade, renda, soberania alimentar e prato cheio. 

Viva a agricultura familiar!

📸 @ricardostuckert",https://www.instagram.com/p/DaO3LqPDnr8/,1934,22305,2026-07-01 01:42:30+00:00,2026-07-01,7,economia_producao
13,3931778620019277634,Video,"Cheguei à Bahia, terra que tem o molho, muito carinho, alegria e o abraço acolhedor do seu povo. É sempre uma felicidade voltar a esse estado que faz a gente se sentir em casa.

Hoje teremos um dia de muito trabalho e muitas entregas para melhorar a vida do povo baiano e de todo o Brasil. Vamos juntos.

🎥 @ricardostuckert",https://www.instagram.com/p/DaQe9LNuX9C/,9416,112804,2026-07-01 16:56:08+00:00,2026-07-01,7,cultura_regionalidade
14,3927495575241847135,Video,"Quando o Brasil cria oportunidades, quem ganha é o povo. Tem quem consegue comprar sua moto para trabalhar com mais dignidade e também quem realiza o sonho da universidade pelo Fies, pelo Prouni ou pela universidade pública. 

Histórias reais que mostram que, quando o governo investe nas pessoas, a vida muda. ❤️🇧🇷

🎥 @ricardostuckert",https://www.instagram.com/p/DaBRGq7NXFf/,2100,33663,2026-06-25 19:03:52+00:00,2026-06-25,6,politicas_sociais
15,3927354333162344439,Video,"Não tem nada mais emocionante do que ser recebido com tanto carinho. ❤️

Levo comigo o carinho no olhar, nos abraços e no sorriso de cada pessoa que encontrei no Mato Grosso do Sul. Obrigado, Três Lagoas, por fazer desse encontro caloroso um momento inesquecível. Seguimos juntos! 🇧🇷

🎥 @ricardostuckert",https://www.instagram.com/p/DaAw_U_O4_3/,4340,42352,2026-06-25 14:20:27+00:00,2026-06-25,6,outros
16,3926965003911827996,Sidecar,"Grande jogo da seleção brasileira. Futebol bonito, entrega em campo e orgulho de vestir essa camisa. Que venha a próxima fase. Vai, Brasil! 🇧🇷

📸 @ricardostuckert",https://www.instagram.com/p/DZ_Yd13jhIc/,10971,236781,2026-06-25 01:25:29+00:00,2026-06-25,6,outros
17,3930477573350721012,Image,"Quando a foto combina com o placar. 2x1! Parabéns, Seleção! Vamos pra cima! 🇧🇷✌️

📸 @ricardostuckert",https://www.instagram.com/p/DaL3IdFNYX0/,16883,434621,2026-06-29 21:46:11+00:00,2026-06-29,6,outros
18,3930448144140441191,Sidecar,"Vamos com tudo, Brasil!!! Muita emoção. Parabéns à seleção pela garra e pela vitória. O Brasil inteiro está na torcida. Rumo às oitavas! 🇧🇷

📸 @ricardostuckert",https://www.instagram.com/p/DaLwcM_lZZn/,5615,134666,2026-06-29 20:45:52+00:00,2026-06-29,6,outros
19,3927656958722293096,Video,"Obrigado, Mato Grosso do Sul, por tanto carinho, tantos abraços e por cada demonstração de afeto que recebi hoje.

Volto para Brasília com o coração cheio de amor e a certeza de que esse encontro vai ficar na memória. Até a próxima!

🎥 @ricardostuckert",https://www.instagram.com/p/DaB1zHAO71o/,13194,119484,2026-06-26 00:22:08+00:00,2026-06-26,6,outros
20,3932557402422276896,Video,"Voltar ao Ceará é renovar a esperança no olhar de um povo que nunca desistiu de sonhar e batalhar por um futuro melhor. Hoje é mais um dia de reencontros, abraços e de muito trabalho. Porque governar é estar onde o povo está e fazer as mudanças acontecerem.

E é com esse compromisso que seguimos avançando com obras estruturantes, como a Transnordestina, uma ferrovia que vai gerar emprego, fortalecer o desenvolvimento do Nordeste e abrir novos caminhos para quem vive e produz na região.

🎥 @ricardostuckert",https://www.instagram.com/p/DaTQB82NnMg/,24221,268723,2026-07-02 18:45:11+00:00,2026-07-02,7,cultura_regionalidade
21,3931642491257463750,Video,"Mais crédito, juros menores e financiamento facilitado para quem produz o alimento que chega à mesa dos brasileiros. Com o maior Plano Safra da Agricultura Familiar da história, ampliamos o acesso à compra de máquinas e equipamentos para aumentar a produção, gerar mais renda e fortalecer o campo.

É investimento em quem alimenta o Brasil.

🎥 @ricardostuckert",https://www.instagram.com/p/DaQAAPbO6PG/,8065,133157,2026-07-01 12:20:06+00:00,2026-07-01,7,economia_producao
22,3925475361907695176,Sidecar,"Com recursos do Novo PAC Periferia Viva e do Pró-Moradia, anunciamos nesta tarde, no Rio de Janeiro, a destinação de R$ 702,9 milhões para três das maiores comunidades da cidade do Rio, e o início das obras do PAC Jardim Maravilha. 

📍 Jardim Maravilha (Guaratiba)

Combate a Enchentes: Início das obras de drenagem, pavimentação e construção de um dique com reservatórios para conter a água das chuvas. A ação vai proteger e melhorar a mobilidade de 30 mil moradores da região.

📍 Complexo do Alemão

Infraestrutura: Redes de água, esgoto, iluminação pública, pavimentação, drenagem e regularização fundiária.

Periferia Viva: Inauguração de um posto territorial dentro da comunidade para apoiar e acompanhar as ações do programa.

📍 Maré

Parque Linear: Início das obras para transformar uma área degradada na Vila dos Pinheiros em parque e um novo Ecoponto.

CEP para Todos: Todo o Complexo da Maré agora tem CEP oficial por rua. Foram criados 434 novos códigos para avenidas, travessas e becos, além do reconhecimento oficial do Bairro Maré pelos Correios.

📍 Rocinha

Urbanização: Obras de mobilidade, meio ambiente e infraestrutura para beneficiar diretamente 10 mil famílias.

O Governo do Brasil está do lado da população carioca.

📸  @ricardostuckert",https://www.instagram.com/p/DZ6FwspDl5I/,1149,10669,2026-06-23 00:05:50+00:00,2026-06-23,6,politicas_sociais
23,3931229192854231950,Video,"Quem planta, colhe. E quem alimenta o Brasil merece respeito, apoio e oportunidades. 

Hoje lançamos o novo Plano Safra da Agricultura Familiar para fortalecer quem acorda cedo, trabalha na terra e garante comida de qualidade na mesa do nosso povo. Cuidar da agricultura familiar é cuidar das famílias brasileiras e construir um país mais justo para todos. 🌱🇧🇷

🎥 @ricardostuckert",https://www.instagram.com/p/DaOiB9SuNuO/,12046,160411,2026-06-30 22:41:02+00:00,2026-06-30,6,economia_producao
24,3923240063470297579,Video,"Eu acredito que investir em saúde é investir na vida das pessoas. Quem está em tratamento precisa de atendimento de qualidade, acolhimento e da certeza de que não está sozinho.

E para quem enfrenta essa batalha, eu deixo uma mensagem: não desanime nunca. Não perca a fé.

🎥 @ricardostuckert",https://www.instagram.com/p/DZyJg0vumHr/,6545,91060,2026-06-19 22:10:05+00:00,2026-06-19,6,politicas_sociais
25,3926020062663075058,Video,"Recado do dia e um desafio para vocês. Façam a pesquisa: quem foi o presidente que mais investiu no Rio de Janeiro? E em saúde, educação e inclusão social? 

🎥 Audiovisual/PR",https://www.instagram.com/p/DZ8BnIwFuTy/,2747,26847,2026-06-23 18:10:09+00:00,2026-06-23,6,politicas_sociais
26,3923168354224115092,Sidecar,"Estive hoje em Belo Horizonte para anunciar investimentos de R$ 89,3 milhões no Hospital Luxemburgo, unidade 100% SUS. Pelo Agora Tem Especialistas, o hospital recebeu acelerador linear para radioterapia e um equipamento de cirurgia robótica. O local é referência em oncologia e atende pacientes de mais de 500 municípios. 

📸 @ricardostuckert",https://www.instagram.com/p/DZx5NUTlQ2U/,1424,16542,2026-06-19 19:42:14+00:00,2026-06-19,6,politicas_sociais
27,3925968813882440626,Video,"A Nova Serra das Araras chegou! A inauguração da primeira fase da Via Dutra que liga Rio de Janeiro a São Paulo garante segurança para quem pega a estrada todos os dias, menos tempo no trânsito e mais tempo ao lado da família.

🎥 @ricardostuckert",https://www.instagram.com/p/DZ719XmuXuy/,1832,19217,2026-06-23 16:27:59+00:00,2026-06-23,6,economia_producao
28,3925835647246929986,Video,"Os medalhistas das Olimpíadas da Matemática ajudam a realizar o sonho de um jovem de 80 anos: ver mais brasileiros tendo oportunidades por meio da educação. 📚✨

Nunca desistam. Persistam, levantem a cabeça e acreditem: vocês podem ser o que quiserem. 

🎥 @ricardostuckert",https://www.instagram.com/p/DZ7XriguBBC/,6471,161805,2026-06-23 12:04:34+00:00,2026-06-23,6,politicas_sociais
29,3926045413556453675,Sidecar,"Logística, negócios, emprego e renda. Inauguramos hoje a primeira fase da Nova Serra das Araras, na Via Dutra, estrada que liga o Rio a São Paulo e movimenta boa parte do PIB brasileiro.

O trecho liberado tem quatro faixas de rolamento, oito novos viadutos, faixas de segurança e iluminação. Intervenção que evita acidentes, dá fluidez ao trânsito e gera dois mil empregos diretos.

Obra do Novo PAC, com financiamento do BNDES.

📸 @ricardostuckert",https://www.instagram.com/p/DZ8HYCnFYEr/,1240,11896,2026-06-23 18:58:26+00:00,2026-06-23,6,economia_producao
30,3921802635489747399,Sidecar,"Encerramos hoje a participação do Brasil nas agendas do G7, na França.

Na última reunião de trabalho, debatemos a regulação do ambiente digital. Reafirmei a posição do Brasil em defesa da proteção de crianças e mulheres, ressaltando os esforços na aprovação do ECA Digital, da mobilização global para o combate aos crimes on-line e da construção de um ambiente digital mais seguro e democrático. Também tratamos da importância de garantir que os avanços tecnológicos estejam a serviço do desenvolvimento social, da redução das desigualdades e da melhoria da qualidade de vida da população.

Ao final, fiz uma reunião bilateral com o Secretário-Geral da INTERPOL, Valdecy Urquiza, e depois conversei com a imprensa sobre os resultados destes dias de reuniões bilaterais e da Cúpula do G7, reforçando o compromisso do governo brasileiro com o diálogo, a cooperação internacional para combate ao crime organizado transnacional e a construção de soluções para os desafios do nosso tempo. 

📸 @ricardostuckert",https://www.instagram.com/p/DZtCrfnjqHH/,1873,23414,2026-06-17 22:28:47+00:00,2026-06-17,6,governo_instituicoes
31,3932651834507085839,Sidecar,"Mais 101km da Transnordestina entregues hoje, em Quixeramobim (CE). 

Esta é a maior obra de infraestrutura linear em execução no nosso país. A Transnordestina leva grãos, fertilizantes, combustíveis, cimento e minério. E traz emprego, escoamento da produção e desenvolvimento regional.

Cruza 53 municípios. São 1.206 quilômetros entre Eliseu Martins (PI) e o Porto do Pecém (CE). Desse total, 777km estão concluídos. Entregamos hoje 100 vagões graneleiros e confirmamos a produção de outros 370.  Anunciamos o desembolso de mais R$ 600 milhões para acelerar a sequência das obras. 

Quando estiver finalizada, a Transnordestina terá capacidade para transportar mais de 30 milhões de toneladas de cargas por ano. Um marco para a infraestrutura nacional e para o desenvolvimento do Nordeste.

📸 @ricardostuckert",https://www.instagram.com/p/DaTlgHlFUgP/,2486,48608,2026-07-02 21:44:12+00:00,2026-07-02,7,economia_producao
32,3925600715024528147,Sidecar,"Estive ontem no Rio de Janeiro junto a alunos e alunas premiados na 20ª edição da Olimpíada Brasileira de Matemática das Escolas Públicas (Obmep). Ao todo, mais de 8,5 mil estudantes de todas as regiões foram premiados, 682 deles com medalhas de ouro. Organizada desde 2005 pelo Instituto de Matemática Pura e Aplicada (Impa), a Obmep mostra como a educação abre oportunidades e transforma vidas.

A Olimpíada reúne anualmente mais de 18 milhões de estudantes e esta premiação acontece em um momento de fortalecimento das políticas voltadas ao ensino da matemática na educação básica. Além do apoio à Obmep, o MEC coordena o Compromisso Nacional Toda Matemática, iniciativa que busca ampliar a aprendizagem dos estudantes em todo o país.

A educação é a base e o caminho para o desenvolvimento do país e da sociedade. Parabéns aos estudantes pelo prêmio, e parabéns a todos que fazem a Obmep, pelo sucesso de mais esta edição 🧑‍🏫

📸 @ricardostuckert",https://www.instagram.com/p/DZ6iQ01DnMT/,978,11260,2026-06-23 04:14:54+00:00,2026-06-23,6,politicas_sociais
33,3926224992044242555,Sidecar,"Na última agenda desta tarde, fizemos uma entrega simultânea de novos equipamentos de radioterapia em São Paulo (SP), Sinop (MT) e Fortaleza (CE), uma iniciativa para tornar o tratamento do câncer mais rápido e acessível. Desde 2023, foram contratados 155 aceleradores lineares para essa finalidade. Quarenta e quatro já entregues. Tecnologia de ponta a serviço da população, pelo SUS.

Adicionalmente, autorizamos a compra de 20 novos aparelhos de ressonância magnética que vão atender 15 estados de todas as regiões e estabelecemos parceria com hospitais filantrópicos para ampliar o atendimento e reduzir filas.

Juntas, as iniciativas somam R$ 166,7 milhões em investimentos por meio do Agora Tem Especialistas e do Novo PAC Saúde.

📸 @ricardostuckert",https://www.instagram.com/p/DZ8wNQHDtZ7/,873,11993,2026-06-24 00:55:13+00:00,2026-06-24,6,politicas_sociais
34,3924423369616503845,Video,"Começando este domingo com gratidão no coração. Receber o carinho e as orações do povo brasileiro é uma bênção que fortalece e inspira. Bom domingo!

🎥 @ricardostuckert",https://www.instagram.com/p/DZ2WkMeO7Ql/,15792,110799,2026-06-21 13:16:58+00:00,2026-06-21,6,outros
35,3920817883493685001,Video,"Bem-vindo, @lulaoficial.",https://www.instagram.com/p/DZpixd2o9cJ/,9569,144601,2026-06-16 13:52:58+00:00,2026-06-16,6,outros
36,3918527150415323762,Video,"Professor Carlo Ancelotti e jogadores da nossa querida Seleção Brasileira, o recado de hoje é para vocês.

Começou a Copa do Mundo e agora é hora de jogar com raça, vontade, entrega e espírito de equipe. Futebol se ganha dentro das quatro linhas, com concentração, dedicação, treino e, principalmente, bola na rede.

Quero desejar boa sorte a cada jogador. Vocês estão vestindo a camisa de um país inteiro. Eu, a @janjalula , e milhões de brasileiros estamos torcendo por vocês 🇧🇷

🎥 @ricardostuckert",https://www.instagram.com/p/DZhZ66bOqJy/,57903,961319,2026-06-13 10:00:15+00:00,2026-06-13,6,outros
37,3920238619810693376,Sidecar,"Me reuni, na tarde desta segunda-feira (15), com o presidente Emmanuel Macron. 

Agradeci o convite para participar da Cúpula do G7 e recordei que foi aqui em Évian, em 2003, que participei pela primeira vez de uma cúpula do grupo. Destaquei ainda que este ano marca os 20 anos da criação da UNITAID, organização criada por mim e pelo então presidente Jacques Chirac em 2006, com o objetivo de promover a ampliação do acesso a medicamentos pelos países do Sul Global. Um exemplo concreto de combate às desigualdades e de reafirmação da solidariedade internacional.

Na esfera bilateral, reiteramos os avanços positivos da cooperação em defesa, em especial o sucesso do Programa de Desenvolvimento de Submarinos (PROSUB). Tratamos também do aprofundamento da cooperação transfronteiriça entre o Amapá e a Guiana Francesa.

O presidente Macron reiterou o interesse da França em participar dos esforços brasileiros para a aquisição de supercomputadores, em reforço à soberania digital do Brasil.

📸 @ricardostuckert",https://www.instagram.com/p/DZnfEEglYEA/,2787,46287,2026-06-15 18:41:22+00:00,2026-06-15,6,governo_instituicoes
38,3917843318990327952,Sidecar,"Ame alguém como amamos o Brasil e a sua soberania. ❤️🇧🇷

Porque o amor de verdade protege, valoriza e caminha lado a lado.",https://www.instagram.com/p/DZe-b2yDlCQ/,2244,65830,2026-06-12 11:22:20+00:00,2026-06-12,6,governo_instituicoes
39,3920029608171169308,Sidecar,"Ao chegar para o G7, que acontece em Évian-les-Bains, na França, fui recebido em Genebra pelo presidente da Suíça, Guy Parmelin. Destacamos a comemoração de 200 anos de relações diplomáticas e 18 anos de parceria estratégica entre os dois países.

A Suíça é uma das principais origens de investimento direto no Brasil. Ao tratar do comércio bilateral, nos comprometemos a trabalhar pela diversificação da pauta de exportações. O presidente Parmelin e eu concordamos que o Acordo Mercosul - EFTA constitui uma oportunidade de ampliar o comércio bilateral em um contexto global de crescente protecionismo e unilateralismo. 

Ainda na esfera bilateral, decidimos expandir a cooperação em áreas como Inteligência Artificial, transição energética, minerais críticos, biotecnologia, saúde e defesa, entre outras.

O presidente Parmelin cumprimentou o Brasil pela realização da COP30, em Belém, e ressaltou os avanços que o país tem mostrado no combate ao desmatamento.

📸 @ricardostuckert",https://www.instagram.com/p/DZmvijQDmYc/,2313,44749,2026-06-15 11:46:06+00:00,2026-06-15,6,governo_instituicoes
40,3920799349016793067,Video,"Hoje tive uma ótima reunião com a primeira-ministra do Japão, Sanae Takaichi, para avançarmos em uma agenda estratégica de cooperação e desenvolvimento. Esperamos que as negociações para um acordo entre Mercosul e Japão comecem ainda neste mês de junho, abrindo caminho para mais comércio, investimentos, inovação e geração de empregos.

O Brasil voltou a dialogar com o mundo de cabeça erguida, construindo parcerias que fortalecem nossa economia e criam oportunidades para o nosso povo. Seguiremos trabalhando para ampliar mercados, atrair investimentos e garantir mais crescimento com inclusão social.

🎥 @ricardostuckert",https://www.instagram.com/p/DZpejwRuo_r/,6310,134609,2026-06-16 13:16:57+00:00,2026-06-16,6,governo_instituicoes
41,3923212809251807396,Video,"Teve tatuagem em minha homenagem, a Carolina olhando para a câmera, recado para o Paulo e eu pude abraçar muitas mineiras e mineiros em Divinópolis. Cada encontro com o povo brasileiro, eu renovo minha força para seguir trabalhando pelo nosso Brasil. 

🎥 @ricardostuckert",https://www.instagram.com/p/DZyDUORt2Ck/,15064,168628,2026-06-19 21:14:16+00:00,2026-06-19,6,outros
42,3921024622020379496,Sidecar,"Participei hoje da Cúpula do G7 na França para reafirmar o compromisso do Brasil com o diálogo, a cooperação e a construção de soluções para os grandes desafios do nosso tempo.

Levei a mensagem de que não haverá desenvolvimento sustentável enquanto a desigualdade continuar separando países e pessoas. O combate à fome e à pobreza, a proteção do planeta, o enfrentamento do crime organizado e o acesso às novas tecnologias precisam estar no centro da agenda internacional.

O Brasil voltou a dialogar com o mundo de cabeça erguida, defendendo a paz, o multilateralismo e uma ordem internacional mais justa. Seguiremos trabalhando para que o crescimento econômico caminhe junto com inclusão social, geração de oportunidades e respeito à soberania dos povos.

📸 @ricardostuckert",https://www.instagram.com/p/DZqRx6HFcNo/,4395,79159,2026-06-16 20:43:01+00:00,2026-06-16,6,governo_instituicoes
43,3917968004712491688,Video,"Uma mensagem simples, mas poderosa: amar também é cuidar, respeitar, valorizar e demonstrar carinho todos os dias. Neste Dia dos Namorados e das Namoradas, deixamos um convite para todos os brasileiros para que possam celebrar o amor, fortalecer os laços familiares e espalhar mais afeto no dia a dia.

Que nunca faltem abraços, beijos, companheirismo e respeito. Feliz Dia dos Namorados e das Namoradas! 💐🇧🇷

🎥 @ricardostuckert",https://www.instagram.com/p/DZfayRaO-qo/,5901,63022,2026-06-12 15:35:29+00:00,2026-06-12,6,outros
